locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJHCLFJP_00708	gene	366				
GJHCLFJP_00708	CDS	366				hypothetical protein
GJHCLFJP_00709	gene	822	cntK			
GJHCLFJP_00709	CDS	822	cntK	5.1.1.24		Histidine racemase
GJHCLFJP_00710	gene	819	cntL			
GJHCLFJP_00710	CDS	819	cntL	2.5.1.152		D-histidine 2-aminobutanoyltransferase
GJHCLFJP_00711	gene	1302	cntM			
GJHCLFJP_00711	CDS	1302	cntM	1.5.1.52		Staphylopine synthase
GJHCLFJP_00712	gene	1599	cntA			
GJHCLFJP_00712	CDS	1599	cntA		COG0747	Metal-staphylopine-binding protein CntA
GJHCLFJP_00713	gene	936	cntB			
GJHCLFJP_00713	CDS	936	cntB		COG0601	Metal-staphylopine import system permease protein CntB
GJHCLFJP_00714	gene	870	cntC			
GJHCLFJP_00714	CDS	870	cntC		COG1173	Metal-staphylopine import system permease protein CntC
GJHCLFJP_00715	gene	816	cntD			
GJHCLFJP_00715	CDS	816	cntD	7.2.2.-	COG0444	Metal-staphylopine import system ATP-binding protein CntD
GJHCLFJP_00716	gene	750	cntF			
GJHCLFJP_00716	CDS	750	cntF	7.2.2.-	COG1124	Metal-staphylopine import system ATP-binding protein CntF
GJHCLFJP_00717	gene	1194	cntE			
GJHCLFJP_00717	CDS	1194	cntE			Staphylopine export protein
GJHCLFJP_00718	gene	750				
GJHCLFJP_00718	CDS	750				hypothetical protein
GJHCLFJP_00719	gene	1587				
GJHCLFJP_00719	CDS	1587				hypothetical protein
GJHCLFJP_00720	gene	456	yehR			
GJHCLFJP_00720	CDS	456	yehR		COG4808	putative lipoprotein YehR
GJHCLFJP_00721	gene	258				
GJHCLFJP_00721	CDS	258				hypothetical protein
GJHCLFJP_00722	gene	267				
GJHCLFJP_00722	CDS	267				hypothetical protein
GJHCLFJP_00723	gene	1077	ysdC_1			
GJHCLFJP_00723	CDS	1077	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
GJHCLFJP_00724	gene	663	fetA			
GJHCLFJP_00724	CDS	663	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
GJHCLFJP_00725	gene	777	fetB			
GJHCLFJP_00725	CDS	777	fetB		COG0390	putative iron export permease protein FetB
GJHCLFJP_00726	gene	1185	pbuE			
GJHCLFJP_00726	CDS	1185	pbuE		COG2814	Purine efflux pump PbuE
GJHCLFJP_00727	gene	1353	pnbA			
GJHCLFJP_00727	CDS	1353	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GJHCLFJP_00728	gene	171				
GJHCLFJP_00728	CDS	171				hypothetical protein
GJHCLFJP_00729	gene	900	sdhA			
GJHCLFJP_00729	CDS	900	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
GJHCLFJP_00730	gene	681				
GJHCLFJP_00730	CDS	681				hypothetical protein
GJHCLFJP_00731	gene	1044				
GJHCLFJP_00731	CDS	1044				hypothetical protein
GJHCLFJP_00732	gene	204				
GJHCLFJP_00732	CDS	204				hypothetical protein
GJHCLFJP_00733	gene	963	yicL			
GJHCLFJP_00733	CDS	963	yicL		COG0697	putative inner membrane transporter YicL
GJHCLFJP_00734	gene	969				
GJHCLFJP_00734	CDS	969				hypothetical protein
GJHCLFJP_00735	gene	345				
GJHCLFJP_00735	CDS	345				hypothetical protein
GJHCLFJP_00736	gene	411				
GJHCLFJP_00736	CDS	411				hypothetical protein
GJHCLFJP_00737	gene	2100	glcB			
GJHCLFJP_00737	CDS	2100	glcB			PTS system glucoside-specific EIICBA component
GJHCLFJP_00738	gene	1740	ydaP			
GJHCLFJP_00738	CDS	1740	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
GJHCLFJP_00739	gene	690	cidB			
GJHCLFJP_00739	CDS	690	cidB		COG1346	Holin-like protein CidB
GJHCLFJP_00740	gene	396	cidA			
GJHCLFJP_00740	CDS	396	cidA		COG1380	Holin-like protein CidA
GJHCLFJP_00741	gene	864	cynR			
GJHCLFJP_00741	CDS	864	cynR			HTH-type transcriptional regulator CynR
GJHCLFJP_00742	gene	219				
GJHCLFJP_00742	CDS	219				hypothetical protein
GJHCLFJP_00743	gene	432				
GJHCLFJP_00743	CDS	432				hypothetical protein
GJHCLFJP_00744	gene	90				
GJHCLFJP_00744	CDS	90				hypothetical protein
GJHCLFJP_00745	gene	258				
GJHCLFJP_00745	CDS	258				hypothetical protein
GJHCLFJP_00746	gene	1278	mvaA			
GJHCLFJP_00746	CDS	1278	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
GJHCLFJP_00747	gene	1167	mvaS			
GJHCLFJP_00747	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
GJHCLFJP_00748	gene	522	ogt			
GJHCLFJP_00748	CDS	522	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
GJHCLFJP_00749	gene	2106	clpL			
GJHCLFJP_00749	CDS	2106	clpL		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpL
GJHCLFJP_00750	gene	171				
GJHCLFJP_00750	CDS	171				hypothetical protein
GJHCLFJP_00751	gene	1995	feoB			
GJHCLFJP_00751	CDS	1995	feoB		COG0370	Fe(2+) transporter FeoB
GJHCLFJP_00752	gene	228				
GJHCLFJP_00752	CDS	228				hypothetical protein
GJHCLFJP_00753	gene	2469	ydfJ			
GJHCLFJP_00753	CDS	2469	ydfJ		COG2409	Membrane protein YdfJ
GJHCLFJP_00754	gene	549				
GJHCLFJP_00754	CDS	549				hypothetical protein
GJHCLFJP_00755	gene	1545	rocA			
GJHCLFJP_00755	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
GJHCLFJP_00756	gene	600				
GJHCLFJP_00756	CDS	600		2.3.1.-		Putative acetyltransferase
GJHCLFJP_00757	gene	192				
GJHCLFJP_00757	CDS	192				hypothetical protein
GJHCLFJP_00758	gene	2409	copA			
GJHCLFJP_00758	CDS	2409	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GJHCLFJP_00759	gene	207	copZ			
GJHCLFJP_00759	CDS	207	copZ			Copper chaperone CopZ
GJHCLFJP_00760	gene	1029	ldhD_1			
GJHCLFJP_00760	CDS	1029	ldhD_1	1.1.1.28	COG1052	D-lactate dehydrogenase
GJHCLFJP_00761	gene	1155	bacF			
GJHCLFJP_00761	CDS	1155	bacF	2.6.1.-	COG0436	Transaminase BacF
GJHCLFJP_00762	gene	1509	crtN			
GJHCLFJP_00762	CDS	1509	crtN	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
GJHCLFJP_00763	gene	864	crtM			
GJHCLFJP_00763	CDS	864	crtM	2.5.1.96	COG1562	4,4'-diapophytoene synthase
GJHCLFJP_00764	gene	1128	crtQ			
GJHCLFJP_00764	CDS	1128	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
GJHCLFJP_00765	gene	1494	crtP			
GJHCLFJP_00765	CDS	1494	crtP	1.14.99.-	COG1233	4,4'-diaponeurosporene oxygenase
GJHCLFJP_00766	gene	498				
GJHCLFJP_00766	CDS	498				hypothetical protein
GJHCLFJP_00767	gene	768	ssaA			
GJHCLFJP_00767	CDS	768	ssaA		COG3942	Staphylococcal secretory antigen SsaA
GJHCLFJP_00768	gene	1812	oatA_1			
GJHCLFJP_00768	CDS	1812	oatA_1	2.3.1.-		O-acetyltransferase OatA
GJHCLFJP_00769	gene	702	isaA			
GJHCLFJP_00769	CDS	702	isaA	3.2.-.-		putative transglycosylase IsaA
GJHCLFJP_00770	gene	1056				
GJHCLFJP_00770	CDS	1056				hypothetical protein
GJHCLFJP_00771	gene	588				
GJHCLFJP_00771	CDS	588				hypothetical protein
GJHCLFJP_00772	gene	321				
GJHCLFJP_00772	CDS	321				hypothetical protein
GJHCLFJP_00773	gene	231				
GJHCLFJP_00773	CDS	231				hypothetical protein
GJHCLFJP_00774	gene	378				
GJHCLFJP_00774	CDS	378				hypothetical protein
GJHCLFJP_00775	gene	822				
GJHCLFJP_00775	CDS	822				hypothetical protein
GJHCLFJP_00776	gene	300				
GJHCLFJP_00776	CDS	300				hypothetical protein
GJHCLFJP_00777	gene	558				
GJHCLFJP_00777	CDS	558				hypothetical protein
GJHCLFJP_00778	gene	705	cpnA			
GJHCLFJP_00778	CDS	705	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
GJHCLFJP_00779	gene	1011				
GJHCLFJP_00779	CDS	1011				hypothetical protein
GJHCLFJP_00780	gene	831				
GJHCLFJP_00780	CDS	831		3.-.-.-		putative hydrolase
GJHCLFJP_00781	gene	891				
GJHCLFJP_00781	CDS	891				hypothetical protein
GJHCLFJP_00782	gene	1341				
GJHCLFJP_00782	CDS	1341				hypothetical protein
GJHCLFJP_00783	gene	1107				
GJHCLFJP_00783	CDS	1107		1.-.-.-	COG0492	Putative flavoprotein monooxygenase
GJHCLFJP_00784	gene	354				
GJHCLFJP_00784	CDS	354			COG2826	IS30 family transposase ISSau5
GJHCLFJP_00785	gene	501	essG_1			
GJHCLFJP_00785	CDS	501	essG_1			Type VII secretion system protein EsaG
GJHCLFJP_00786	gene	501	essG_2			
GJHCLFJP_00786	CDS	501	essG_2			Type VII secretion system protein EsaG
GJHCLFJP_00787	gene	219				
GJHCLFJP_00787	CDS	219				hypothetical protein
GJHCLFJP_00788	gene	588				
GJHCLFJP_00788	CDS	588				hypothetical protein
GJHCLFJP_00789	gene	459				
GJHCLFJP_00789	CDS	459				hypothetical protein
GJHCLFJP_00790	gene	456				
GJHCLFJP_00790	CDS	456				hypothetical protein
GJHCLFJP_00791	gene	645				
GJHCLFJP_00791	CDS	645				hypothetical protein
GJHCLFJP_00792	gene	1671				
GJHCLFJP_00792	CDS	1671				hypothetical protein
GJHCLFJP_00793	gene	396				
GJHCLFJP_00793	CDS	396				hypothetical protein
GJHCLFJP_00794	gene	267				
GJHCLFJP_00794	CDS	267				hypothetical protein
GJHCLFJP_00795	gene	4449	essC			
GJHCLFJP_00795	CDS	4449	essC		COG1674	Type VII secretion system protein EssC
GJHCLFJP_00796	gene	1335	essB			
GJHCLFJP_00796	CDS	1335	essB		COG4499	Type VII secretion system protein EssB
GJHCLFJP_00797	gene	243	esaB			
GJHCLFJP_00797	CDS	243	esaB			Type VII secretion system accessory factor EsaB
GJHCLFJP_00798	gene	459				
GJHCLFJP_00798	CDS	459				hypothetical protein
GJHCLFJP_00799	gene	3030	esaA			
GJHCLFJP_00799	CDS	3030	esaA		COG1511	Type VII secretion system accessory factor EsaA
GJHCLFJP_00800	gene	294	esxA			
GJHCLFJP_00800	CDS	294	esxA			Type VII secretion system extracellular protein A
GJHCLFJP_00801	gene	903				
GJHCLFJP_00801	CDS	903				hypothetical protein
GJHCLFJP_00802	gene	1524				
GJHCLFJP_00802	CDS	1524				hypothetical protein
GJHCLFJP_00803	gene	1167				
GJHCLFJP_00803	CDS	1167				hypothetical protein
GJHCLFJP_00804	gene	921				
GJHCLFJP_00804	CDS	921				hypothetical protein
GJHCLFJP_00805	gene	660	lnrL_1			
GJHCLFJP_00805	CDS	660	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
GJHCLFJP_00806	gene	951	lytM			
GJHCLFJP_00806	CDS	951	lytM	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
GJHCLFJP_00807	gene	993	yxeI			
GJHCLFJP_00807	CDS	993	yxeI		COG3049	putative protein YxeI
GJHCLFJP_00808	gene	1377	norB_2			
GJHCLFJP_00808	CDS	1377	norB_2			Quinolone resistance protein NorB
GJHCLFJP_00809	gene	393				
GJHCLFJP_00809	CDS	393				hypothetical protein
GJHCLFJP_00810	gene	999	degA			
GJHCLFJP_00810	CDS	999	degA		COG1609	HTH-type transcriptional regulator DegA
GJHCLFJP_00811	gene	882	glcU_2			
GJHCLFJP_00811	CDS	882	glcU_2		COG4975	putative glucose uptake protein GlcU
GJHCLFJP_00812	gene	405	rbsD			
GJHCLFJP_00812	CDS	405	rbsD	5.4.99.62	COG1869	D-ribose pyranase
GJHCLFJP_00813	gene	915	rbsK			
GJHCLFJP_00813	CDS	915	rbsK	2.7.1.15		Ribokinase
GJHCLFJP_00814	gene	762	COQ5_1			
GJHCLFJP_00814	CDS	762	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GJHCLFJP_00815	gene	1437	bglA			
GJHCLFJP_00815	CDS	1437	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
GJHCLFJP_00816	gene	792	ptsG_1			
GJHCLFJP_00816	CDS	792	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
GJHCLFJP_00817	gene	705	yydK			
GJHCLFJP_00817	CDS	705	yydK		COG2188	putative HTH-type transcriptional regulator YydK
GJHCLFJP_00818	gene	2292				
GJHCLFJP_00818	CDS	2292				hypothetical protein
GJHCLFJP_00819	gene	702	lrgB			
GJHCLFJP_00819	CDS	702	lrgB		COG1346	Antiholin-like protein LrgB
GJHCLFJP_00820	gene	438	lrgA			
GJHCLFJP_00820	CDS	438	lrgA		COG1380	Antiholin-like protein LrgA
GJHCLFJP_00821	gene	741	lytR			
GJHCLFJP_00821	CDS	741	lytR		COG3279	Sensory transduction protein LytR
GJHCLFJP_00822	gene	1755	ypdA			
GJHCLFJP_00822	CDS	1755	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
GJHCLFJP_00823	gene	675	scdA			
GJHCLFJP_00823	CDS	675	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
GJHCLFJP_00824	gene	1725	tarS			
GJHCLFJP_00824	CDS	1725	tarS	2.4.1.355		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS
GJHCLFJP_00825	gene	1689	tarL			
GJHCLFJP_00825	CDS	1689	tarL	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
GJHCLFJP_00826	gene	1026	tarJ			
GJHCLFJP_00826	CDS	1026	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
GJHCLFJP_00827	gene	717	tarI1			
GJHCLFJP_00827	CDS	717	tarI1	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase 1
GJHCLFJP_00828	gene	1170	tarF			
GJHCLFJP_00828	CDS	1170	tarF	2.7.8.45	COG1887	Teichoic acid glycerol-phosphate transferase
GJHCLFJP_00829	gene	1695	tarK			
GJHCLFJP_00829	CDS	1695	tarK	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarK
GJHCLFJP_00830	gene	1026	tarJ'			
GJHCLFJP_00830	CDS	1026	tarJ'	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 2
GJHCLFJP_00831	gene	717	tarI2			
GJHCLFJP_00831	CDS	717	tarI2	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase 2
GJHCLFJP_00832	gene	1044	gatD_2			
GJHCLFJP_00832	CDS	1044	gatD_2	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
GJHCLFJP_00833	gene	147				
GJHCLFJP_00833	CDS	147				hypothetical protein
GJHCLFJP_00834	gene	1056				
GJHCLFJP_00834	CDS	1056		1.1.1.301		D-arabitol-phosphate dehydrogenase
GJHCLFJP_00835	gene	1260	gatC_2			
GJHCLFJP_00835	CDS	1260	gatC_2		COG3775	PTS system galactitol-specific EIIC component
GJHCLFJP_00836	gene	279	gatB_2			
GJHCLFJP_00836	CDS	279	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
GJHCLFJP_00837	gene	468	gatA_2			
GJHCLFJP_00837	CDS	468	gatA_2		COG1762	PTS system galactitol-specific EIIA component
GJHCLFJP_00838	gene	2097				
GJHCLFJP_00838	CDS	2097				hypothetical protein
GJHCLFJP_00839	gene	936	rihA			
GJHCLFJP_00839	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
GJHCLFJP_00840	gene	1530	ptsG_2			
GJHCLFJP_00840	CDS	1530	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
GJHCLFJP_00841	gene	954	ldh1			
GJHCLFJP_00841	CDS	954	ldh1	1.1.1.27		L-lactate dehydrogenase 1
GJHCLFJP_00842	gene	1146	hmp			
GJHCLFJP_00842	CDS	1146	hmp	1.14.12.17	COG1017	Flavohemoprotein
GJHCLFJP_00843	gene	174				
GJHCLFJP_00843	CDS	174				hypothetical protein
GJHCLFJP_00844	gene	357				
GJHCLFJP_00844	CDS	357				hypothetical protein
GJHCLFJP_00845	gene	1476	nikA			
GJHCLFJP_00845	CDS	1476	nikA		COG0747	Nickel-binding protein NikA
GJHCLFJP_00846	gene	1230				
GJHCLFJP_00846	CDS	1230				hypothetical protein
GJHCLFJP_00847	gene	672				
GJHCLFJP_00847	CDS	672				hypothetical protein
GJHCLFJP_00848	gene	1563	carA_2			
GJHCLFJP_00848	CDS	1563	carA_2	2.8.3.23	COG4670	Caffeate CoA-transferase
GJHCLFJP_00849	gene	1506	lcfB			
GJHCLFJP_00849	CDS	1506	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GJHCLFJP_00850	gene	1212	caiA			
GJHCLFJP_00850	CDS	1212	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
GJHCLFJP_00851	gene	2262	fadN			
GJHCLFJP_00851	CDS	2262	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
GJHCLFJP_00852	gene	1185	fadA			
GJHCLFJP_00852	CDS	1185	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GJHCLFJP_00853	gene	1911				
GJHCLFJP_00853	CDS	1911				Staphylocoagulase
GJHCLFJP_00854	gene	345	scn_2			
GJHCLFJP_00854	CDS	345	scn_2			Staphylococcal complement inhibitor
GJHCLFJP_00855	gene	1764				
GJHCLFJP_00855	CDS	1764				hypothetical protein
GJHCLFJP_00856	gene	756	pflA			
GJHCLFJP_00856	CDS	756	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
GJHCLFJP_00857	gene	2250	pflB			
GJHCLFJP_00857	CDS	2250	pflB	2.3.1.54		Formate acetyltransferase
GJHCLFJP_00858	gene	969				
GJHCLFJP_00858	CDS	969			COG1840	putative protein
GJHCLFJP_00859	gene	1557				
GJHCLFJP_00859	CDS	1557		2.7.13.3	COG2972	putative sensor-like histidine kinase
GJHCLFJP_00860	gene	759				
GJHCLFJP_00860	CDS	759			COG4753	putative response regulatory protein
GJHCLFJP_00861	gene	1380	uhpT			
GJHCLFJP_00861	CDS	1380	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
GJHCLFJP_00862	gene	495				
GJHCLFJP_00862	CDS	495				hypothetical protein
GJHCLFJP_00863	gene	969				
GJHCLFJP_00863	CDS	969				hypothetical protein
GJHCLFJP_00864	gene	1041	iolG			
GJHCLFJP_00864	CDS	1041	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GJHCLFJP_00865	gene	1077	gfo			
GJHCLFJP_00865	CDS	1077	gfo	1.1.99.28		Glucose--fructose oxidoreductase
GJHCLFJP_00866	gene	840	malG			
GJHCLFJP_00866	CDS	840	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
GJHCLFJP_00867	gene	330	malF			
GJHCLFJP_00867	CDS	330	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
GJHCLFJP_00868	gene	906				
GJHCLFJP_00868	CDS	906				hypothetical protein
GJHCLFJP_00869	gene	1272	cycB			
GJHCLFJP_00869	CDS	1272	cycB		COG2182	Cyclodextrin-binding protein
GJHCLFJP_00870	gene	1098	msmX			
GJHCLFJP_00870	CDS	1098	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
GJHCLFJP_00871	gene	579				
GJHCLFJP_00871	CDS	579				hypothetical protein
GJHCLFJP_00872	gene	627	azoR			
GJHCLFJP_00872	CDS	627	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
GJHCLFJP_00873	gene	798	catE_1			
GJHCLFJP_00873	CDS	798	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
GJHCLFJP_00874	gene	2754	ileS			
GJHCLFJP_00874	CDS	2754	ileS	6.1.1.5		Isoleucine--tRNA ligase
GJHCLFJP_00875	gene	618				
GJHCLFJP_00875	CDS	618				hypothetical protein
GJHCLFJP_00876	gene	807				
GJHCLFJP_00876	CDS	807				hypothetical protein
GJHCLFJP_00877	gene	291				
GJHCLFJP_00877	CDS	291				hypothetical protein
GJHCLFJP_00878	gene	564	sepF			
GJHCLFJP_00878	CDS	564	sepF			Cell division protein SepF
GJHCLFJP_00879	gene	669	yggS			
GJHCLFJP_00879	CDS	669	yggS		COG0325	Pyridoxal phosphate homeostasis protein
GJHCLFJP_00880	gene	792				
GJHCLFJP_00880	CDS	792		1.10.3.-	COG1496	Polyphenol oxidase
GJHCLFJP_00881	gene	1173	ftsZ			
GJHCLFJP_00881	CDS	1173	ftsZ		COG0206	Cell division protein FtsZ
GJHCLFJP_00882	gene	1413	ftsA			
GJHCLFJP_00882	CDS	1413	ftsA			Cell division protein FtsA
GJHCLFJP_00883	gene	1320	divIB			
GJHCLFJP_00883	CDS	1320	divIB			Cell division protein DivIB
GJHCLFJP_00884	gene	1350	murD			
GJHCLFJP_00884	CDS	1350	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
GJHCLFJP_00885	gene	966	mraY			
GJHCLFJP_00885	CDS	966	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GJHCLFJP_00886	gene	2235	pbpB			
GJHCLFJP_00886	CDS	2235	pbpB		COG0768	Penicillin-binding protein 2B
GJHCLFJP_00887	gene	402	ftsL			
GJHCLFJP_00887	CDS	402	ftsL			Cell division protein FtsL
GJHCLFJP_00888	gene	936	rsmH			
GJHCLFJP_00888	CDS	936	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
GJHCLFJP_00889	gene	432	mraZ			
GJHCLFJP_00889	CDS	432	mraZ			Transcriptional regulator MraZ
GJHCLFJP_00890	gene	1614	bshC			
GJHCLFJP_00890	CDS	1614	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
GJHCLFJP_00891	gene	441				
GJHCLFJP_00891	CDS	441		2.3.1.-		putative N-acetyltransferase
GJHCLFJP_00892	gene	687	yfnB			
GJHCLFJP_00892	CDS	687	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
GJHCLFJP_00893	gene	135				
GJHCLFJP_00893	CDS	135				Antibacterial protein 3
GJHCLFJP_00894	gene	135				
GJHCLFJP_00894	CDS	135				Antibacterial protein 3
GJHCLFJP_00895	gene	76				
GJHCLFJP_00895	tRNA	76				tRNA-Arg(tct)
GJHCLFJP_00896	gene	189				
GJHCLFJP_00896	CDS	189				hypothetical protein
GJHCLFJP_00897	gene	948				
GJHCLFJP_00897	CDS	948				hypothetical protein
GJHCLFJP_00898	gene	228				
GJHCLFJP_00898	CDS	228				hypothetical protein
GJHCLFJP_00899	gene	1557				
GJHCLFJP_00899	CDS	1557				hypothetical protein
GJHCLFJP_00900	gene	936	arcC1			
GJHCLFJP_00900	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
GJHCLFJP_00901	gene	1002	argF			
GJHCLFJP_00901	CDS	1002	argF	2.1.3.3		Ornithine carbamoyltransferase
GJHCLFJP_00902	gene	726				
GJHCLFJP_00902	CDS	726				Superantigen-like protein 13
GJHCLFJP_00903	gene	726				
GJHCLFJP_00903	CDS	726				Superantigen-like protein 13
GJHCLFJP_00904	gene	717				
GJHCLFJP_00904	CDS	717				Superantigen-like protein 13
GJHCLFJP_00905	gene	198				
GJHCLFJP_00905	CDS	198				hypothetical protein
GJHCLFJP_00906	gene	960	hly			
GJHCLFJP_00906	CDS	960	hly			Alpha-hemolysin
GJHCLFJP_00907	gene	234				
GJHCLFJP_00907	CDS	234				hypothetical protein
GJHCLFJP_00908	gene	186				
GJHCLFJP_00908	CDS	186				hypothetical protein
GJHCLFJP_00909	gene	351	scn_3			
GJHCLFJP_00909	CDS	351	scn_3			Staphylococcal complement inhibitor
GJHCLFJP_00910	gene	498	fib			
GJHCLFJP_00910	CDS	498	fib			Fibrinogen-binding protein
GJHCLFJP_00911	gene	507				
GJHCLFJP_00911	CDS	507				hypothetical protein
GJHCLFJP_00912	gene	402	flr			
GJHCLFJP_00912	CDS	402	flr			FPRL1 inhibitory protein
GJHCLFJP_00913	gene	330				
GJHCLFJP_00913	CDS	330				hypothetical protein
GJHCLFJP_00914	gene	504				
GJHCLFJP_00914	CDS	504				hypothetical protein
GJHCLFJP_00915	gene	588				
GJHCLFJP_00915	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
GJHCLFJP_00916	gene	801	murI			
GJHCLFJP_00916	CDS	801	murI	5.1.1.3		Glutamate racemase
GJHCLFJP_00917	gene	816	frdB			
GJHCLFJP_00917	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GJHCLFJP_00918	gene	1767	frdA			
GJHCLFJP_00918	CDS	1767	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
GJHCLFJP_00919	gene	615	sdhC			
GJHCLFJP_00919	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
GJHCLFJP_00920	gene	1782	uvrC			
GJHCLFJP_00920	CDS	1782	uvrC		COG0322	UvrABC system protein C
GJHCLFJP_00921	gene	315	trxA			
GJHCLFJP_00921	CDS	315	trxA		COG0526	Thioredoxin
GJHCLFJP_00922	gene	2349	mutS2			
GJHCLFJP_00922	CDS	2349	mutS2	3.1.-.-		Endonuclease MutS2
GJHCLFJP_00923	gene	1713	polX			
GJHCLFJP_00923	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
GJHCLFJP_00924	gene	522				
GJHCLFJP_00924	CDS	522				hypothetical protein
GJHCLFJP_00925	gene	267	zapA			
GJHCLFJP_00925	CDS	267	zapA		COG3027	Cell division protein ZapA
GJHCLFJP_00926	gene	939	rnhC			
GJHCLFJP_00926	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
GJHCLFJP_00927	gene	2403	pheT			
GJHCLFJP_00927	CDS	2403	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
GJHCLFJP_00928	gene	1059	pheS			
GJHCLFJP_00928	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GJHCLFJP_00929	gene	741				
GJHCLFJP_00929	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
GJHCLFJP_00930	gene	324	isdG_1			
GJHCLFJP_00930	CDS	324	isdG_1	1.14.99.48		Heme oxygenase (staphylobilin-producing) 1
GJHCLFJP_00931	gene	735	srtB			
GJHCLFJP_00931	CDS	735	srtB	3.4.22.71	COG4509	Sortase B
GJHCLFJP_00932	gene	969	isdF			
GJHCLFJP_00932	CDS	969	isdF			putative heme-iron transport system permease protein IsdF
GJHCLFJP_00933	gene	879	isdE			
GJHCLFJP_00933	CDS	879	isdE			High-affinity heme uptake system protein IsdE
GJHCLFJP_00934	gene	1077				
GJHCLFJP_00934	CDS	1077				hypothetical protein
GJHCLFJP_00935	gene	684	isdC			
GJHCLFJP_00935	CDS	684	isdC			Iron-regulated surface determinant protein C
GJHCLFJP_00936	gene	1053	isdA			
GJHCLFJP_00936	CDS	1053	isdA			Iron-regulated surface determinant protein A
GJHCLFJP_00937	gene	1938	isdB			
GJHCLFJP_00937	CDS	1938	isdB			Iron-regulated surface determinant protein B
