locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHKPOLGJ_00580	gene	945	rpoA			
EHKPOLGJ_00580	CDS	945	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
EHKPOLGJ_00581	gene	390	rpsK			
EHKPOLGJ_00581	CDS	390	rpsK			30S ribosomal protein S11
EHKPOLGJ_00582	gene	366	rpsM			
EHKPOLGJ_00582	CDS	366	rpsM			30S ribosomal protein S13
EHKPOLGJ_00583	gene	114	rpmJ			
EHKPOLGJ_00583	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
EHKPOLGJ_00584	gene	219	infA			
EHKPOLGJ_00584	CDS	219	infA			Translation initiation factor IF-1
EHKPOLGJ_00585	gene	648	adk			
EHKPOLGJ_00585	CDS	648	adk	2.7.4.3		Adenylate kinase
EHKPOLGJ_00586	gene	1293	secY_1			
EHKPOLGJ_00586	CDS	1293	secY_1			Protein translocase subunit SecY
EHKPOLGJ_00587	gene	441	rplO			
EHKPOLGJ_00587	CDS	441	rplO			50S ribosomal protein L15
EHKPOLGJ_00588	gene	180	rpmD			
EHKPOLGJ_00588	CDS	180	rpmD			50S ribosomal protein L30
EHKPOLGJ_00589	gene	501	rpsE			
EHKPOLGJ_00589	CDS	501	rpsE			30S ribosomal protein S5
EHKPOLGJ_00590	gene	360	rplR			
EHKPOLGJ_00590	CDS	360	rplR			50S ribosomal protein L18
EHKPOLGJ_00591	gene	537	rplF			
EHKPOLGJ_00591	CDS	537	rplF			50S ribosomal protein L6
EHKPOLGJ_00592	gene	399	rpsH			
EHKPOLGJ_00592	CDS	399	rpsH			30S ribosomal protein S8
EHKPOLGJ_00593	gene	186	rpsZ			
EHKPOLGJ_00593	CDS	186	rpsZ			30S ribosomal protein S14 type Z
EHKPOLGJ_00594	gene	540	rplE			
EHKPOLGJ_00594	CDS	540	rplE			50S ribosomal protein L5
EHKPOLGJ_00595	gene	318	rplX			
EHKPOLGJ_00595	CDS	318	rplX			50S ribosomal protein L24
EHKPOLGJ_00596	gene	369	rplN			
EHKPOLGJ_00596	CDS	369	rplN			50S ribosomal protein L14
EHKPOLGJ_00597	gene	264	rpsQ			
EHKPOLGJ_00597	CDS	264	rpsQ			30S ribosomal protein S17
EHKPOLGJ_00598	gene	210	rpmC			
EHKPOLGJ_00598	CDS	210	rpmC			50S ribosomal protein L29
EHKPOLGJ_00599	gene	435	rplP			
EHKPOLGJ_00599	CDS	435	rplP			50S ribosomal protein L16
EHKPOLGJ_00600	gene	654	rpsC			
EHKPOLGJ_00600	CDS	654	rpsC			30S ribosomal protein S3
EHKPOLGJ_00601	gene	354	rplV			
EHKPOLGJ_00601	CDS	354	rplV			50S ribosomal protein L22
EHKPOLGJ_00602	gene	279	rpsS			
EHKPOLGJ_00602	CDS	279	rpsS			30S ribosomal protein S19
EHKPOLGJ_00603	gene	834	rplB			
EHKPOLGJ_00603	CDS	834	rplB			50S ribosomal protein L2
EHKPOLGJ_00604	gene	276	rplW			
EHKPOLGJ_00604	CDS	276	rplW			50S ribosomal protein L23
EHKPOLGJ_00605	gene	624	rplD			
EHKPOLGJ_00605	CDS	624	rplD			50S ribosomal protein L4
EHKPOLGJ_00606	gene	663	rplC			
EHKPOLGJ_00606	CDS	663	rplC			50S ribosomal protein L3
EHKPOLGJ_00607	gene	309	rpsJ			
EHKPOLGJ_00607	CDS	309	rpsJ			30S ribosomal protein S10
EHKPOLGJ_00608	gene	390				
EHKPOLGJ_00608	CDS	390				hypothetical protein
EHKPOLGJ_00609	gene	1335	pbuG			
EHKPOLGJ_00609	CDS	1335	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
EHKPOLGJ_00610	gene	2136	topB			
EHKPOLGJ_00610	CDS	2136	topB	5.6.2.1	COG0550	DNA topoisomerase 3
EHKPOLGJ_00611	gene	888				
EHKPOLGJ_00611	CDS	888				hypothetical protein
EHKPOLGJ_00612	gene	864	glcU_1			
EHKPOLGJ_00612	CDS	864	glcU_1		COG4975	putative glucose uptake protein GlcU
EHKPOLGJ_00613	gene	909				
EHKPOLGJ_00613	CDS	909				hypothetical protein
EHKPOLGJ_00614	gene	165				
EHKPOLGJ_00614	CDS	165				hypothetical protein
EHKPOLGJ_00615	gene	318				
EHKPOLGJ_00615	CDS	318				hypothetical protein
EHKPOLGJ_00616	gene	3168	swrC			
EHKPOLGJ_00616	CDS	3168	swrC		COG0841	Swarming motility protein SwrC
EHKPOLGJ_00617	gene	1266	femX			
EHKPOLGJ_00617	CDS	1266	femX	2.3.2.16		Lipid II:glycine glycyltransferase
EHKPOLGJ_00618	gene	252				
EHKPOLGJ_00618	CDS	252				hypothetical protein
EHKPOLGJ_00619	gene	765				
EHKPOLGJ_00619	CDS	765				hypothetical protein
EHKPOLGJ_00620	gene	441				
EHKPOLGJ_00620	CDS	441				putative HTH-type transcriptional regulator
EHKPOLGJ_00621	gene	1212	yfcJ			
EHKPOLGJ_00621	CDS	1212	yfcJ			putative MFS-type transporter YfcJ
EHKPOLGJ_00622	gene	351	sarV			
EHKPOLGJ_00622	CDS	351	sarV			HTH-type transcriptional regulator SarV
EHKPOLGJ_00623	gene	1023	moaA			
EHKPOLGJ_00623	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
EHKPOLGJ_00624	gene	600	mobA			
EHKPOLGJ_00624	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
EHKPOLGJ_00625	gene	234	moaD			
EHKPOLGJ_00625	CDS	234	moaD			Molybdopterin synthase sulfur carrier subunit
EHKPOLGJ_00626	gene	447	moaE			
EHKPOLGJ_00626	CDS	447	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
EHKPOLGJ_00627	gene	486				
EHKPOLGJ_00627	CDS	486				hypothetical protein
EHKPOLGJ_00628	gene	1260	moeA			
EHKPOLGJ_00628	CDS	1260	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
EHKPOLGJ_00629	gene	495	moaC			
EHKPOLGJ_00629	CDS	495	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
EHKPOLGJ_00630	gene	507	moaB			
EHKPOLGJ_00630	CDS	507	moaB			Molybdenum cofactor biosynthesis protein B
EHKPOLGJ_00631	gene	1005				
EHKPOLGJ_00631	CDS	1005				hypothetical protein
EHKPOLGJ_00632	gene	606	cysA			
EHKPOLGJ_00632	CDS	606	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
EHKPOLGJ_00633	gene	672	modB			
EHKPOLGJ_00633	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
EHKPOLGJ_00634	gene	783	modA			
EHKPOLGJ_00634	CDS	783	modA		COG0725	Molybdate-binding protein ModA
EHKPOLGJ_00635	gene	798	fdhD			
EHKPOLGJ_00635	CDS	798	fdhD		COG1526	Sulfur carrier protein FdhD
EHKPOLGJ_00636	gene	771				
EHKPOLGJ_00636	CDS	771				hypothetical protein
EHKPOLGJ_00637	gene	570	bioY			
EHKPOLGJ_00637	CDS	570	bioY		COG1268	Biotin transporter BioY
EHKPOLGJ_00638	gene	942	rihB			
EHKPOLGJ_00638	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
EHKPOLGJ_00639	gene	909	fhuD_1			
EHKPOLGJ_00639	CDS	909	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EHKPOLGJ_00640	gene	1155	ydbM			
EHKPOLGJ_00640	CDS	1155	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
EHKPOLGJ_00641	gene	900				
EHKPOLGJ_00641	CDS	900			COG4413	Urea transporter
EHKPOLGJ_00642	gene	303	ureA			
EHKPOLGJ_00642	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
EHKPOLGJ_00643	gene	411	ureB			
EHKPOLGJ_00643	CDS	411	ureB	3.5.1.5		Urease subunit beta
EHKPOLGJ_00644	gene	1551	ureC			
EHKPOLGJ_00644	CDS	1551	ureC	3.5.1.5		Urease subunit alpha
EHKPOLGJ_00645	gene	453	ureE			
EHKPOLGJ_00645	CDS	453	ureE			Urease accessory protein UreE
EHKPOLGJ_00646	gene	690	ureF			
EHKPOLGJ_00646	CDS	690	ureF		COG0830	Urease accessory protein UreF
EHKPOLGJ_00647	gene	615	ureG			
EHKPOLGJ_00647	CDS	615	ureG			Urease accessory protein UreG
EHKPOLGJ_00648	gene	837	ureD1			
EHKPOLGJ_00648	CDS	837	ureD1		COG0829	Urease accessory protein UreD
EHKPOLGJ_00649	gene	348	sarR			
EHKPOLGJ_00649	CDS	348	sarR			HTH-type transcriptional regulator SarR
EHKPOLGJ_00650	gene	327				
EHKPOLGJ_00650	CDS	327				hypothetical protein
EHKPOLGJ_00651	gene	744				
EHKPOLGJ_00651	CDS	744				hypothetical protein
EHKPOLGJ_00652	gene	1956	rhaS_1			
EHKPOLGJ_00652	CDS	1956	rhaS_1			HTH-type transcriptional activator RhaS
EHKPOLGJ_00653	gene	810	ssaA2			
EHKPOLGJ_00653	CDS	810	ssaA2			Staphylococcal secretory antigen ssaA2
EHKPOLGJ_00654	gene	1398	mleN_1			
EHKPOLGJ_00654	CDS	1398	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
EHKPOLGJ_00655	gene	1083	odh			
EHKPOLGJ_00655	CDS	1083	odh	1.5.1.28		Opine dehydrogenase
EHKPOLGJ_00656	gene	423				
EHKPOLGJ_00656	CDS	423				hypothetical protein
EHKPOLGJ_00657	gene	501				
EHKPOLGJ_00657	CDS	501				hypothetical protein
EHKPOLGJ_00658	gene	954				
EHKPOLGJ_00658	CDS	954		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
EHKPOLGJ_00659	gene	1125	auaG			
EHKPOLGJ_00659	CDS	1125	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
EHKPOLGJ_00660	gene	777	atl_1			
EHKPOLGJ_00660	CDS	777	atl_1		COG4193	Bifunctional autolysin
EHKPOLGJ_00661	gene	234				
EHKPOLGJ_00661	CDS	234				hypothetical protein
EHKPOLGJ_00662	gene	474				
EHKPOLGJ_00662	CDS	474				hypothetical protein
EHKPOLGJ_00663	gene	2955				
EHKPOLGJ_00663	CDS	2955		1.17.1.9		Putative formate dehydrogenase
EHKPOLGJ_00664	gene	948	tagU_1			
EHKPOLGJ_00664	CDS	948	tagU_1	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EHKPOLGJ_00665	gene	798	cysQ			
EHKPOLGJ_00665	CDS	798	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
EHKPOLGJ_00666	gene	693				
EHKPOLGJ_00666	CDS	693				hypothetical protein
EHKPOLGJ_00667	gene	738				
EHKPOLGJ_00667	CDS	738				hypothetical protein
EHKPOLGJ_00668	gene	330				
EHKPOLGJ_00668	CDS	330				hypothetical protein
EHKPOLGJ_00669	gene	873	ybbH_1			
EHKPOLGJ_00669	CDS	873	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
EHKPOLGJ_00670	gene	1380	yifK			
EHKPOLGJ_00670	CDS	1380	yifK		COG1113	putative transport protein YifK
EHKPOLGJ_00671	gene	357				
EHKPOLGJ_00671	CDS	357				hypothetical protein
EHKPOLGJ_00672	gene	186				
EHKPOLGJ_00672	CDS	186				hypothetical protein
EHKPOLGJ_00673	gene	192				
EHKPOLGJ_00673	CDS	192				hypothetical protein
EHKPOLGJ_00674	gene	636				
EHKPOLGJ_00674	CDS	636		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
EHKPOLGJ_00675	gene	918	panS			
EHKPOLGJ_00675	CDS	918	panS		COG0385	Pantothenate precursors transporter PanS
EHKPOLGJ_00676	gene	531				
EHKPOLGJ_00676	CDS	531				hypothetical protein
EHKPOLGJ_00677	gene	1605	malP			
EHKPOLGJ_00677	CDS	1605	malP		COG1263	PTS system maltose-specific EIICB component
EHKPOLGJ_00678	gene	765	glvR			
EHKPOLGJ_00678	CDS	765	glvR		COG1737	HTH-type transcriptional regulator GlvR
EHKPOLGJ_00679	gene	507				
EHKPOLGJ_00679	CDS	507				hypothetical protein
EHKPOLGJ_00680	gene	1314	mleN_2			
EHKPOLGJ_00680	CDS	1314	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
EHKPOLGJ_00681	gene	573				
EHKPOLGJ_00681	CDS	573				hypothetical protein
EHKPOLGJ_00682	gene	882	yghA			
EHKPOLGJ_00682	CDS	882	yghA	1.-.-.-		putative oxidoreductase YghA
EHKPOLGJ_00683	gene	1122	scmP_1			
EHKPOLGJ_00683	CDS	1122	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EHKPOLGJ_00684	gene	1239	hutI			
EHKPOLGJ_00684	CDS	1239	hutI	3.5.2.7		Imidazolonepropionase
EHKPOLGJ_00685	gene	1662	hutU			
EHKPOLGJ_00685	CDS	1662	hutU	4.2.1.49		Urocanate hydratase
EHKPOLGJ_00686	gene	885	hdfR_1			
EHKPOLGJ_00686	CDS	885	hdfR_1			HTH-type transcriptional regulator HdfR
EHKPOLGJ_00687	gene	936	hutG			
EHKPOLGJ_00687	CDS	936	hutG	3.5.3.8		Formimidoylglutamase
EHKPOLGJ_00688	gene	1257	lyrA			
EHKPOLGJ_00688	CDS	1257	lyrA			Lysostaphin resistance protein A
EHKPOLGJ_00689	gene	687	rpiA			
EHKPOLGJ_00689	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
EHKPOLGJ_00690	gene	654	yiiM			
EHKPOLGJ_00690	CDS	654	yiiM		COG2258	Protein YiiM
EHKPOLGJ_00691	gene	1020	mro			
EHKPOLGJ_00691	CDS	1020	mro	5.1.3.3	COG2017	Aldose 1-epimerase
EHKPOLGJ_00692	gene	327				
EHKPOLGJ_00692	CDS	327				hypothetical protein
EHKPOLGJ_00693	gene	1233	yhaP			
EHKPOLGJ_00693	CDS	1233	yhaP		COG1668	putative protein YhaP
EHKPOLGJ_00694	gene	900	lnrL_1			
EHKPOLGJ_00694	CDS	900	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EHKPOLGJ_00695	gene	621	yhaI			
EHKPOLGJ_00695	CDS	621	yhaI		COG3152	Inner membrane protein YhaI
EHKPOLGJ_00696	gene	609				
EHKPOLGJ_00696	CDS	609		3.2.2.-		Putative 3-methyladenine DNA glycosylase
EHKPOLGJ_00697	gene	1209	gltS			
EHKPOLGJ_00697	CDS	1209	gltS		COG0786	Sodium/glutamate symporter
EHKPOLGJ_00698	gene	1050	fni			
EHKPOLGJ_00698	CDS	1050	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
EHKPOLGJ_00699	gene	948	zntB			
EHKPOLGJ_00699	CDS	948	zntB			Zinc transport protein ZntB
EHKPOLGJ_00700	gene	492				
EHKPOLGJ_00700	CDS	492				hypothetical protein
EHKPOLGJ_00701	gene	420				
EHKPOLGJ_00701	CDS	420				hypothetical protein
EHKPOLGJ_00702	gene	921				
EHKPOLGJ_00702	CDS	921				hypothetical protein
EHKPOLGJ_00703	gene	639				
EHKPOLGJ_00703	CDS	639				hypothetical protein
EHKPOLGJ_00704	gene	1938	mdtD			
EHKPOLGJ_00704	CDS	1938	mdtD			Putative multidrug resistance protein MdtD
EHKPOLGJ_00705	gene	648	aaeA			
EHKPOLGJ_00705	CDS	648	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
EHKPOLGJ_00706	gene	555				
EHKPOLGJ_00706	CDS	555				hypothetical protein
EHKPOLGJ_00707	gene	1209	bcr_1			
EHKPOLGJ_00707	CDS	1209	bcr_1			Bicyclomycin resistance protein
EHKPOLGJ_00708	gene	1383	tcaA			
EHKPOLGJ_00708	CDS	1383	tcaA			Membrane-associated protein TcaA
EHKPOLGJ_00709	gene	456	tcaR			
EHKPOLGJ_00709	CDS	456	tcaR			HTH-type transcriptional regulator TcaR
EHKPOLGJ_00710	gene	969				
EHKPOLGJ_00710	CDS	969				hypothetical protein
EHKPOLGJ_00711	gene	666	hrtA_1			
EHKPOLGJ_00711	CDS	666	hrtA_1	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
EHKPOLGJ_00712	gene	1056				
EHKPOLGJ_00712	CDS	1056				hypothetical protein
EHKPOLGJ_00713	gene	675	hssR			
EHKPOLGJ_00713	CDS	675	hssR			Heme response regulator HssR
EHKPOLGJ_00714	gene	1374	hssS			
EHKPOLGJ_00714	CDS	1374	hssS	2.7.13.3		Heme sensor protein HssS
EHKPOLGJ_00715	gene	444				
EHKPOLGJ_00715	CDS	444			COG3279	putative HTH-type transcriptional regulator
EHKPOLGJ_00716	gene	456				
EHKPOLGJ_00716	CDS	456				hypothetical protein
EHKPOLGJ_00717	gene	564				
EHKPOLGJ_00717	CDS	564				hypothetical protein
EHKPOLGJ_00718	gene	729	lnrL_2			
EHKPOLGJ_00718	CDS	729	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EHKPOLGJ_00719	gene	1083	ybhR			
EHKPOLGJ_00719	CDS	1083	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
EHKPOLGJ_00720	gene	1479	mqo1			
EHKPOLGJ_00720	CDS	1479	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
EHKPOLGJ_00721	gene	1599	lctP_1			
EHKPOLGJ_00721	CDS	1599	lctP_1		COG1620	L-lactate permease
EHKPOLGJ_00722	gene	1674				
EHKPOLGJ_00722	CDS	1674				hypothetical protein
EHKPOLGJ_00723	gene	630				
EHKPOLGJ_00723	CDS	630				putative lipoprotein
EHKPOLGJ_00724	gene	516	paiA			
EHKPOLGJ_00724	CDS	516	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
EHKPOLGJ_00725	gene	1005	yhfP			
EHKPOLGJ_00725	CDS	1005	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
EHKPOLGJ_00726	gene	177				
EHKPOLGJ_00726	CDS	177				hypothetical protein
EHKPOLGJ_00727	gene	402				
EHKPOLGJ_00727	CDS	402				hypothetical protein
EHKPOLGJ_00728	gene	1035				
EHKPOLGJ_00728	CDS	1035		1.18.1.2	COG0492	Ferredoxin--NADP reductase
EHKPOLGJ_00729	gene	432				
EHKPOLGJ_00729	CDS	432				hypothetical protein
EHKPOLGJ_00730	gene	1278				
EHKPOLGJ_00730	CDS	1278				hypothetical protein
EHKPOLGJ_00731	gene	624				
EHKPOLGJ_00731	CDS	624				hypothetical protein
EHKPOLGJ_00732	gene	945				
EHKPOLGJ_00732	CDS	945				hypothetical protein
EHKPOLGJ_00733	gene	1443	treP_1			
EHKPOLGJ_00733	CDS	1443	treP_1		COG1263	PTS system trehalose-specific EIIBC component
EHKPOLGJ_00734	gene	384				
EHKPOLGJ_00734	CDS	384				hypothetical protein
EHKPOLGJ_00735	gene	2106				
EHKPOLGJ_00735	CDS	2106				hypothetical protein
EHKPOLGJ_00736	gene	423	ydaG			
EHKPOLGJ_00736	CDS	423	ydaG		COG3871	General stress protein 26
EHKPOLGJ_00737	gene	357				
EHKPOLGJ_00737	CDS	357				hypothetical protein
EHKPOLGJ_00738	gene	1278	gltT			
EHKPOLGJ_00738	CDS	1278	gltT			Proton/sodium-glutamate symport protein
EHKPOLGJ_00739	gene	366				
EHKPOLGJ_00739	CDS	366				hypothetical protein
EHKPOLGJ_00740	gene	447	sarZ			
EHKPOLGJ_00740	CDS	447	sarZ			HTH-type transcriptional regulator SarZ
EHKPOLGJ_00741	gene	423				
EHKPOLGJ_00741	CDS	423				Acid shock protein
EHKPOLGJ_00742	gene	1170	narT			
EHKPOLGJ_00742	CDS	1170	narT		COG2223	putative nitrate transporter NarT
EHKPOLGJ_00743	gene	915				
EHKPOLGJ_00743	CDS	915				hypothetical protein
EHKPOLGJ_00744	gene	741	tipA			
EHKPOLGJ_00744	CDS	741	tipA			HTH-type transcriptional activator TipA
EHKPOLGJ_00745	gene	654	nreC			
EHKPOLGJ_00745	CDS	654	nreC		COG2197	Oxygen regulatory protein NreC
EHKPOLGJ_00746	gene	1035	nreB			
EHKPOLGJ_00746	CDS	1035	nreB	2.7.13.3		Oxygen sensor histidine kinase NreB
EHKPOLGJ_00747	gene	453				
EHKPOLGJ_00747	CDS	453				hypothetical protein
EHKPOLGJ_00748	gene	678	narX			
EHKPOLGJ_00748	CDS	678	narX		COG2180	Nitrate reductase-like protein NarX
EHKPOLGJ_00749	gene	576				
EHKPOLGJ_00749	CDS	576				hypothetical protein
EHKPOLGJ_00750	gene	1560	narH			
EHKPOLGJ_00750	CDS	1560	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
EHKPOLGJ_00751	gene	3690	narG			
EHKPOLGJ_00751	CDS	3690	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
EHKPOLGJ_00752	gene	978	nasF			
EHKPOLGJ_00752	CDS	978	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
EHKPOLGJ_00753	gene	315	nasE			
EHKPOLGJ_00753	CDS	315	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
EHKPOLGJ_00754	gene	2406	nasD			
EHKPOLGJ_00754	CDS	2406	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
EHKPOLGJ_00755	gene	732	sirB			
EHKPOLGJ_00755	CDS	732	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
EHKPOLGJ_00756	gene	537	ytmI			
EHKPOLGJ_00756	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
EHKPOLGJ_00757	gene	825	nirC			
EHKPOLGJ_00757	CDS	825	nirC		COG2116	Nitrite transporter NirC
EHKPOLGJ_00758	gene	183				
EHKPOLGJ_00758	CDS	183				hypothetical protein
EHKPOLGJ_00759	gene	468				
EHKPOLGJ_00759	CDS	468				hypothetical protein
EHKPOLGJ_00760	gene	1551				
EHKPOLGJ_00760	CDS	1551				hypothetical protein
EHKPOLGJ_00761	gene	267	yoeB			
EHKPOLGJ_00761	CDS	267	yoeB	3.1.-.-	COG4115	Toxin YoeB
EHKPOLGJ_00762	gene	252	yefM			
EHKPOLGJ_00762	CDS	252	yefM		COG2161	Antitoxin YefM
EHKPOLGJ_00763	gene	600	bdbD			
EHKPOLGJ_00763	CDS	600	bdbD		COG1651	Disulfide bond formation protein D
EHKPOLGJ_00764	gene	363				
EHKPOLGJ_00764	CDS	363				hypothetical protein
EHKPOLGJ_00765	gene	1251	femA_1			
EHKPOLGJ_00765	CDS	1251	femA_1	2.3.2.17	COG2348	Aminoacyltransferase FemA
EHKPOLGJ_00766	gene	732	tcyC_1			
EHKPOLGJ_00766	CDS	732	tcyC_1	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
EHKPOLGJ_00767	gene	729	tcyB			
EHKPOLGJ_00767	CDS	729	tcyB		COG0765	L-cystine transport system permease protein TcyB
EHKPOLGJ_00768	gene	780				
EHKPOLGJ_00768	CDS	780			COG0834	putative amino-acid ABC transporter-binding protein
EHKPOLGJ_00769	gene	1440	farB_2			
EHKPOLGJ_00769	CDS	1440	farB_2			Fatty acid resistance protein FarB
EHKPOLGJ_00770	gene	105				
EHKPOLGJ_00770	CDS	105				hypothetical protein
EHKPOLGJ_00771	gene	687	gpmA_1			
EHKPOLGJ_00771	CDS	687	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EHKPOLGJ_00772	gene	867	mneS			
EHKPOLGJ_00772	CDS	867	mneS		COG0053	Manganese efflux system protein MneS
EHKPOLGJ_00773	gene	1311	sbi			
EHKPOLGJ_00773	CDS	1311	sbi			Immunoglobulin-binding protein Sbi
EHKPOLGJ_00774	gene	966	hlgA			
EHKPOLGJ_00774	CDS	966	hlgA			Gamma-hemolysin component A
EHKPOLGJ_00775	gene	948	hlgC			
EHKPOLGJ_00775	CDS	948	hlgC			Gamma-hemolysin component C
EHKPOLGJ_00776	gene	978	hlgB			
EHKPOLGJ_00776	CDS	978	hlgB			Gamma-hemolysin component B
EHKPOLGJ_00777	gene	468				
EHKPOLGJ_00777	CDS	468				hypothetical protein
EHKPOLGJ_00778	gene	693	bioW			
EHKPOLGJ_00778	CDS	693	bioW	6.2.1.14		6-carboxyhexanoate--CoA ligase
EHKPOLGJ_00779	gene	1116				
EHKPOLGJ_00779	CDS	1116		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
EHKPOLGJ_00780	gene	1008	bioB			
EHKPOLGJ_00780	CDS	1008	bioB	2.8.1.6		Biotin synthase
EHKPOLGJ_00781	gene	1359	bioK			
EHKPOLGJ_00781	CDS	1359	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
EHKPOLGJ_00782	gene	687	bioD			
EHKPOLGJ_00782	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
EHKPOLGJ_00783	gene	882	dppC			
EHKPOLGJ_00783	CDS	882	dppC		COG1173	Dipeptide transport system permease protein DppC
EHKPOLGJ_00784	gene	963	gsiC			
EHKPOLGJ_00784	CDS	963	gsiC		COG0601	Glutathione transport system permease protein GsiC
EHKPOLGJ_00785	gene	981	oppF_1			
EHKPOLGJ_00785	CDS	981	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
EHKPOLGJ_00786	gene	987	oppD_1			
EHKPOLGJ_00786	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
EHKPOLGJ_00787	gene	1716	appA			
EHKPOLGJ_00787	CDS	1716	appA			Oligopeptide-binding protein AppA
EHKPOLGJ_00788	gene	1656	dppE			
EHKPOLGJ_00788	CDS	1656	dppE		COG4166	Dipeptide-binding protein DppE
EHKPOLGJ_00789	gene	942	oppF_2			
EHKPOLGJ_00789	CDS	942	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
EHKPOLGJ_00790	gene	1083	oppD_2			
EHKPOLGJ_00790	CDS	1083	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
EHKPOLGJ_00791	gene	1071	oppC			
EHKPOLGJ_00791	CDS	1071	oppC		COG1173	Oligopeptide transport system permease protein OppC
EHKPOLGJ_00792	gene	927	oppB			
EHKPOLGJ_00792	CDS	927	oppB		COG0601	Oligopeptide transport system permease protein OppB
EHKPOLGJ_00793	gene	372				
EHKPOLGJ_00793	CDS	372				hypothetical protein
EHKPOLGJ_00794	gene	1245	fabF			
EHKPOLGJ_00794	CDS	1245	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
EHKPOLGJ_00795	gene	942	fabH			
EHKPOLGJ_00795	CDS	942	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EHKPOLGJ_00796	gene	186				
EHKPOLGJ_00796	CDS	186				hypothetical protein
EHKPOLGJ_00797	gene	435	map_2			
EHKPOLGJ_00797	CDS	435	map_2			Protein map
EHKPOLGJ_00798	gene	516				
EHKPOLGJ_00798	CDS	516				hypothetical protein
EHKPOLGJ_00799	gene	1122				
EHKPOLGJ_00799	CDS	1122				hypothetical protein
EHKPOLGJ_00800	gene	642	tsaC			
EHKPOLGJ_00800	CDS	642	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
EHKPOLGJ_00801	gene	1146	leuA_1			
EHKPOLGJ_00801	CDS	1146	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
EHKPOLGJ_00802	gene	870	ampR			
EHKPOLGJ_00802	CDS	870	ampR			HTH-type transcriptional activator AmpR
EHKPOLGJ_00803	gene	2610	clpB			
